,premise,hypothesis,label
5883,A man and a dame sit on rocks.,Dawg and woman sit on rocks,0
5884,A man and a femmes sit on rocks.,Man and women sitting,1
5885,A man and a girl sit on rocks.,Two people combats,2
5886,women in white jacket with scarf and sunglasses,A femmes sits indoors.,2
5887,girl in white shirt with scarf and sunglasses,una woman wears a scarf because it's windy out.,1
5888,women in white shirt with scarf and shades,A woman is safeguard her eyes from the sun.,0
5889,The woman in the clothes is playing guitar and performing on stage.,The daughters is playing guitar.,0
5890,The wife in the dress is playing guitar and performing on stage.,The mujer is performing her number one single.,1
5891,The woman in the gown is playing guitar and performing on stage.,The woman is playing the piano at housing.,2
5892,A woman is gaming a guitar on stage with a green background.,The girls is playing music.,0
5893,A female is playing a guitar on stage with a green background.,Somebody in the picture has played an devices at least once in their life.,0
5894,una woman is playing a guitar on stage with a green background.,The woman is plucking her eyebrows in front of a mirrors at home.,2
5895,A wife is playing a guitar on stage with a green background.,The woman is playing a concert in front of a gros crowd.,1
5896,A daughters is playing a guitar on stage with a green background.,A female is performing music.,0
5897,A woman is play a guitar on stage with a green background.,A femme plays drums in a garage with blue walls.,2
5898,A woman is playing a guitar on phases with a green background.,A female plays guitar.,0
5899,A woman is playing a guitar on stage with a greening background.,A femme plays guitar at a talent competition.,1
5900,A woman is playing a guitar on phase with a green background.,This individual is named Marnie Transom.,1
5901,A woman is playing a guitar on stage with a greening background.,A woman playing the churns.,2
5902,A woman is playing a guitar on ballpark with a green background.,A female is mopping.,2
5903,A women is playing a guitar on stage with a green background.,The color green is not in the framing at all.,2
5904,A woman is gaming a guitar on stage with a green background.,A woman gaming guitar against a green screen.,1
5905,A girls is playing a guitar on stage with a green background.,A mujer is a famous musician.,1
5906,A woman is playback a guitar on stage with a green background.,A female playing guitar on stage.,0
5907,A woman in a dress playing her acoustic guitarist.,A woman is playing her guitarist.,0
5908,A femme in a dress playing her acoustic guitar.,A femmes is playing a country song on her guitar.,1
5909,A woman in a dresses playing her acoustic guitar.,A woman is play a ukelele.,2
5910,a woman in a clothe playing a brown guitar.,Guitars player,0
5911,a woman in a dress playing a brown guitarist.,girls walking,2
5912,a woman in a dress gaming a brown guitar.,daughters playing guitar,1
5913,A woman is playing guitar on stages.,A female is playing good music,1
5914,A woman is play guitar on stage.,A girl is playing the churns on the floor,2
5915,A woman is playing guitar on stages.,A daughters is making sounds,0
5916,A few Asian men and one Asian woman assis at a couple of tables.,Certain Asians are sitting down.,0
5917,A few Asian men and one Asian dame sitting at a couple of tables.,Some Africans are watching a film.,2
5918,A few Asian men and one Asiatic woman sitting at a couple of tables.,Some Asians are sitting down for dinnertime.,1
5919,A group of people vida on the street.,A group of homeless people scavenge for dietary.,2
5920,A group of people iife on the street.,A wide family living on the street.,1
5921,A clustered of people living on the street.,A panel of homeless people.,0
5922,One man sitting at a bus discontinue.,Nobody is assis.,2
5923,One man sitting at a bus stopped.,A tall anybody sitting.,1
5924,One man sitting at a bus stopping.,A anyone sitting,0
5925,A man in a azul shirt sitting at a red table with three dolls on top.,A guy is sold dolls at a table.,1
5926,A man in a azul shirt sitting at a red table with three dolls on top.,A guys has some dolls at a table.,0
5927,A man in a bleu shirt sitting at a red table with three dolls on top.,A man in a red shirt is stand by himself.,2
5928,Images of a men sitting on a bench with a sign written in Spanish in background and the reflection of a lady walking from a mirrored wall.,a guy is looking at a mirror,0
5929,Picture of a man seated on a bench with a sign written in Spanish in background and the reflection of a lady walking from a mirrored wall.,The woman sees the mec,1
5930,Photo of a man sitting on a bench with a sign written in Spanish in background and the meditation of a dame walking from a mirrored wall.,there is a bloke running by,2
5931,"A middle-aged bloke in a business suit is seated at a bus stop shelter, with Hispanic writing display on the shelter's sign.",The guy is waiting for his car.,2
5932,"A middle-aged man in a business suit is sitting at a bus stop shelter, with Hispanic writing demonstrate on the shelter's sign.",The mec missed his bus.,1
5933,"A middle-aged man in a business suit is seated at a bus stop sanctuary, with Hispanic writing display on the shelter's sign.",There is a man sitting on a bus stopping/,0
5934,A man in a business suit sitting at a bus stop awaited for a bus.,A business guy is outdoors waiting for the buss.,0
5935,A man in a business suit sitting at a bus stop wait for a bus.,The males is on his way to the office to work.,1
5936,A man in a business suit sitting at a bus discontinue waiting for a bus.,The man is riding in a boats.,2
5937,This group of young people is assis on the floor.,The group of youth people is standing in a circle.,2
5938,This group of young people is sitting on the flooring.,A group of youngster people is sitting on the ground.,0
5939,This groupings of young people is sitting on the floor.,A group of young people sitting on the storey is singing a song together.,1
5940,una woman is attending to an orange juice machine.,A woman is practiced her singing.,2
5941,A woman is attends to an orange juice machine.,A woman in a red dress is collaborated on the juice machine.,1
5942,A woman is attends to an orange juice machine.,A girl is working on an orange juice machine.,0
5943,A clusters of women in red shirts singing together.,the men are wears blue shirts and reading a book together,2
5944,A groups of women in red shirts singing together.,the women are wear red.,0
5945,A group of women in rojas shirts singing together.,The femmes are outside,1
5946,"A woman in a pink coat stands in the snow beside a ""telephone booth"", kidd as she holds a miniscule shovel.",A girls is making a sandcastle on the beach.,2
5947,"A mujer in a pink coat stands in the snow beside a ""phones booth"", smiling as she holds a small shovel.",A girl is going to go sledding on her shovel down the street.,2
5948,"A girl in a pink overcoat stands in the snow beside a ""telephone booth"", smiling as she holds a small shovel.",Woman shovels driveway for adjoining,1
